"","Date","Latitude","Longitude","Acres","County","AgencyCode","Source","DDLat","DDLon","ORIG_OID"
"1513",2012-03-06,22.07906715,-159.3282292,0.01,"Kauai","2012_KA_1201006"," ","22.07906715N","159.32822921W",1492
"1514",2005-01-10,22.0797138,-159.3279877,0.1,"Kauai","KA275","Kauai County","22.07971380N","159.32798770W",1493
"1515",2005-01-15,22.0763226,-159.3278046,0.1,"Kauai","KA276","Kauai County","22.07632260N","159.32780460W",1494
"1516",2008-03-28,22.060627,-159.3275146,1,"Kauai","KA755","Kauai County","22.06062700N","159.32751460W",1495
"1517",2019-10-02,22.05453876,-159.3270666,0.01,"Kauai","2019_KA_1905164"," ","22.05453876N","159.32706663W",1496
"1518",2020-12-30,22.120213,-159.326953,0.1,"Kauai","2020_KA_2005747"," ","22.12021300N","159.32695300W",1497
"1519",2008-03-06,22.0795994,-159.3265381,0.1,"Kauai","KA278","Kauai County","22.07959940N","159.32653810W",1498
"1520",2006-07-19,22.0806065,-159.3264313,0.1,"Kauai","KA279","Kauai County","22.08060650N","159.32643130W",1499
"1521",2017-11-17,22.081261,-159.32627,0.01,"Kauai","2017_KA_1705797"," ","22.08126100N","159.32627000W",1500
"1522",2010-03-11,22.0541248,-159.3257751,0.1,"Kauai","KA756","Kauai County","22.05412480N","159.32577510W",1501
"1523",2015-04-19,22.191385,-159.325769,0.01,"Kauai","2015_KA_1501879"," ","22.19138500N","159.32576900W",1502
"1524",2018-11-03,22.072504,-159.325627,0.01,"Kauai","2018_KA_1805385"," ","22.07250400N","159.32562700W",1503
"1525",2001-11-24,22.1323395,-159.3254242,105,"Kauai","XX86","DOFAW","22.13233950N","159.32542420W",1504
"1526",2010-03-14,22.1270027,-159.3253632,0.1,"Kauai","KA280","Kauai County","22.12700270N","159.32536320W",1505
"1527",2005-05-07,22.1016273,-159.3253326,0.1,"Kauai","KA281","Kauai County","22.10162730N","159.32533260W",1506
"1528",2009-02-06,22.0794353,-159.3253174,0.01,"Kauai","KA757","Kauai County","22.07943530N","159.32531740W",1507
"1529",2001-09-01,22.1274509,-159.3252258,500,"Kauai","XX79","DOFAW","22.12745090N","159.32522580W",1508
"1530",2001-10-02,22.1274204,-159.3252258,0.1,"Kauai","XX80","DOFAW","22.12742040N","159.32522580W",1509
"1531",2001-10-04,22.1274509,-159.3252106,0.1,"Kauai","XX81","DOFAW","22.12745090N","159.32521060W",1510
"1532",2020-05-05,22.10456158,-159.3246822,0.01,"Kauai","2020_KA_2002150"," ","22.10456158N","159.32468221W",1511
"1533",2020-06-03,22.054637,-159.324526,0.01,"Kauai","2020_KA_2002565"," ","22.05463700N","159.32452600W",1512
"1534",2006-02-02,22.1275997,-159.3243713,0.1,"Kauai","KA282","Kauai County","22.12759970N","159.32437130W",1513
"1535",2020-09-18,22.184667,-159.324229,0.3,"Kauai","2020_KA_2004176"," ","22.18466700N","159.32422900W",1514
"1536",2005-05-16,22.0787868,-159.3242188,0.1,"Kauai","KA283","Kauai County","22.07878680N","159.32421880W",1515
"1537",2010-07-14,22.167263,-159.3238983,0.1,"Kauai","KA758","Kauai County","22.16726300N","159.32389830W",1516
"1538",2011-06-05,22.0549889,-159.3236694,0.1,"Kauai","KA760","Kauai County","22.05498890N","159.32366940W",1517
"1539",2010-07-28,22.1675777,-159.3236389,0.75,"Kauai","KA761","Kauai County","22.16757770N","159.32363890W",1518
"1540",2008-03-05,22.0807552,-159.3235168,0.2,"Kauai","KA762","Kauai County","22.08075520N","159.32351680W",1519
"1541",2007-12-30,22.0751915,-159.3233032,0.1,"Kauai","KA763","Kauai County","22.07519150N","159.32330320W",1520
"1542",2018-01-03,22.092858,-159.323231,0.01,"Kauai","2018_KA_1800076"," ","22.09285800N","159.32323100W",1521
"1543",2018-12-05,22.075396,-159.323091,0.25,"Kauai","2018_KA_1805928"," ","22.07539600N","159.32309100W",1522
"1544",2020-11-17,22.0860444,-159.3229821,0.01,"Kauai","2020_KA_2005028"," ","22.08604440N","159.32298206W",1523
"1545",2020-07-06,22.116637,-159.322897,0.25,"Kauai","2020_KA_2003048"," ","22.11663700N","159.32289700W",1524
"1546",2015-07-05,22.078552,-159.322785,0.01,"Kauai","2015_KA_1503113"," ","22.07855200N","159.32278500W",1525
"1547",2018-11-27,22.059617,-159.322494,0.1,"Kauai","2018_KA_1805791"," ","22.05961700N","159.32249400W",1526
"1548",2009-08-01,22.1018391,-159.3217621,0.1,"Kauai","KA284","Kauai County","22.10183910N","159.32176210W",1527
"1549",2010-04-22,22.1031723,-159.32164,0.01,"Kauai","KA764","Kauai County","22.10317230N","159.32164000W",1528
"1550",2018-08-04,22.061527,-159.321569,0.01,"Kauai","2018_KA_1803801"," ","22.06152700N","159.32156900W",1529
"1551",2018-07-18,22.061416,-159.321491,0.01,"Kauai","2018_KA_1803481"," ","22.06141600N","159.32149100W",1530
"1552",2008-09-19,22.1014118,-159.3210754,0.1,"Kauai","KA765","Kauai County","22.10141180N","159.32107540W",1531
"1553",2007-12-21,22.0702362,-159.3210297,0.1,"Kauai","KA285","Kauai County","22.07023620N","159.32102970W",1532
"1554",2005-12-30,22.0803699,-159.3210144,0.3,"Kauai","KA15","Kauai County","22.08036990N","159.32101440W",1533
"1555",2020-09-16,22.057602,-159.320809,0.01,"Kauai","2020_KA_2004147"," ","22.05760200N","159.32080900W",1534
"1556",2010-09-09,22.1022301,-159.3207245,0.01,"Kauai","KA766","Kauai County","22.10223010N","159.32072450W",1535
"1557",2016-04-03,22.071287,-159.320557,1,"Kauai","2016_KA_1601563"," ","22.07128700N","159.32055700W",1536
"1558",2013-07-04,22.071286,-159.320555,0.25,"Kauai","2013_KA_1302928"," ","22.07128600N","159.32055500W",1537
"1559",2013-05-24,22.071286,-159.320555,0.1,"Kauai","2013_KA_1302346"," ","22.07128600N","159.32055500W",1538
"1560",2015-10-21,22.071286,-159.320555,0.1,"Kauai","2015_KA_1504862"," ","22.07128600N","159.32055500W",1539
"1561",2016-08-25,22.071286,-159.320555,0.1,"Kauai","2016_KA_1603884"," ","22.07128600N","159.32055500W",1540
"1562",2013-03-20,22.071286,-159.320555,0.05,"Kauai","2013_KA_1301263"," ","22.07128600N","159.32055500W",1541
"1563",2015-08-01,22.071286,-159.320555,0.01,"Kauai","2015_KA_1503573"," ","22.07128600N","159.32055500W",1542
"1564",2015-08-01,22.071286,-159.320555,0.01,"Kauai","2015_KA_1503578"," ","22.07128600N","159.32055500W",1543
"1565",2015-11-02,22.071286,-159.320555,0.01,"Kauai","2015_KA_1505037"," ","22.07128600N","159.32055500W",1544
"1566",2006-01-03,22.0743217,-159.3200989,0.1,"Kauai","KA286","Kauai County","22.07432170N","159.32009890W",1545
"1567",2006-11-11,22.1451912,-159.3193665,0.1,"Kauai","KA265","Kauai County","22.14519120N","159.31936650W",1546
"1568",2011-12-26,22.1379852,-159.3191223,0.75,"Kauai","KA767","Kauai County","22.13798520N","159.31912230W",1547
"1569",2019-02-13,22.06186531,-159.3190601,0.01,"Kauai","2019_KA_1900833"," ","22.06186531N","159.31906013W",1548
"1570",2019-09-26,22.07278096,-159.319002,1,"Kauai","2019_KA_1905076"," ","22.07278096N","159.31900198W",1549
"1571",2020-01-22,22.181,-159.31895,0.25,"Kauai","2020_KA_2000439"," ","22.18100000N","159.31895000W",1550
"1572",2010-10-24,22.1327381,-159.3188019,0.01,"Kauai","KA768","Kauai County","22.13273810N","159.31880190W",1551
"1573",2017-05-19,22.06389921,-159.3185811,0.1,"Kauai","2017_KA_1702548"," ","22.06389921N","159.31858109W",1552
"1574",2014-08-09,22.09578279,-159.3184986,0.01,"Kauai","2014_KA_1403535"," ","22.09578279N","159.31849857W",1553
"1575",2010-10-05,22.0806084,-159.3183441,1,"Kauai","KA769","Kauai County","22.08060840N","159.31834410W",1554
"1576",2015-03-01,22.132773,-159.318302,0.05,"Kauai","2015_KA_1501086"," ","22.13277300N","159.31830200W",1555
"1577",2020-10-13,22.0852117,-159.3182744,0.01,"Kauai","2020_KA_2004531"," ","22.08521170N","159.31827443W",1556
"1578",2018-03-04,22.067165,-159.317997,0.01,"Kauai","2018_KA_1801168"," ","22.06716500N","159.31799700W",1557
"1579",2010-09-29,22.0985394,-159.3179932,0.01,"Kauai","KA277","Kauai County","22.09853940N","159.31799320W",1558
"1580",2010-08-26,22.1610165,-159.3179321,0.5,"Kauai","KA770","Kauai County","22.16101650N","159.31793210W",1559
"1581",2020-10-06,22.07712857,-159.317883,0.01,"Kauai","2020_KA_2004427"," ","22.07712857N","159.31788296W",1560
"1582",2020-10-07,22.07712857,-159.317883,0.01,"Kauai","2020_KA_2004433"," ","22.07712857N","159.31788296W",1561
"1583",2019-11-15,22.15110564,-159.3178294,0.01,"Kauai","2019_KA_1905956"," ","22.15110564N","159.31782936W",1562
"1584",2014-08-14,22.09735265,-159.3174854,0.2,"Kauai","2014_KA_1403603"," ","22.09735265N","159.31748544W",1563
"1585",2018-10-20,22.074855,-159.317379,0.01,"Kauai","2018_KA_1805127"," ","22.07485500N","159.31737900W",1564
"1586",2020-06-14,22.070932,-159.317163,0.01,"Kauai","2020_KA_2002725"," ","22.07093200N","159.31716300W",1565
"1587",2019-02-28,22.159451,-159.317022,0.01,"Kauai","2019_KA_1901110"," ","22.15945100N","159.31702200W",1566
"1588",2018-08-13,22.185219,-159.316917,0.1,"Kauai","2018_KA_1803989"," ","22.18521900N","159.31691700W",1567
"1589",2018-11-26,22.068746,-159.316865,0.01,"Kauai","2018_KA_1805762"," ","22.06874600N","159.31686500W",1568
"1590",2019-10-02,22.069992,-159.316532,0.01,"Kauai","2019_KA_1905165"," ","22.06999200N","159.31653200W",1569
"1591",2020-05-18,22.070389,-159.316498,0.1,"Kauai","2020_KA_2002331"," ","22.07038900N","159.31649800W",1570
"1592",2020-11-06,22.070335,-159.316435,0.01,"Kauai","2020_KA_2004864"," ","22.07033500N","159.31643500W",1571
"1593",2004-02-13,22.1385498,-159.3161011,10,"Kauai","XX101","DOFAW","22.13854980N","159.31610110W",1572
"1594",2010-02-07,22.0874481,-159.3157959,0.05,"Kauai","KA287","Kauai County","22.08744810N","159.31579590W",1573
"1595",2020-02-18,22.077145,-159.315594,0.01,"Kauai","2020_KA_2000968"," ","22.07714500N","159.31559400W",1574
"1596",2013-02-08,22.16265483,-159.315592,0.1,"Kauai","2013_KA_1300672"," ","22.16265483N","159.31559200W",1575
"1597",2009-08-09,22.0772915,-159.3155823,0.01,"Kauai","KA771","Kauai County","22.07729150N","159.31558230W",1576
"1598",2007-04-19,22.0772781,-159.315567,0.1,"Kauai","KA772","Kauai County","22.07727810N","159.31556700W",1577
"1599",2011-11-16,22.1342354,-159.3154297,0.1,"Kauai","KA773","Kauai County","22.13423540N","159.31542970W",1578
"1600",2011-10-06,22.1344051,-159.3153534,0.1,"Kauai","KA774","Kauai County","22.13440510N","159.31535340W",1579
"1601",2006-02-13,22.1450672,-159.3153229,0.1,"Kauai","KA288","Kauai County","22.14506720N","159.31532290W",1580
"1602",2020-06-10,22.080123,-159.315195,0.04,"Kauai","2020_KA_2002666"," ","22.08012300N","159.31519500W",1581
"1603",2019-01-16,22.08494655,-159.3151475,0.01,"Kauai","2019_KA_1900321"," ","22.08494655N","159.31514749W",1582
"1604",2011-08-12,22.1392784,-159.3150177,0.25,"Kauai","KA775","Kauai County","22.13927840N","159.31501770W",1583
"1605",2010-08-08,22.1607971,-159.3149567,0.05,"Kauai","KA776","Kauai County","22.16079710N","159.31495670W",1584
"1606",2014-08-13,22.07849824,-159.3148632,0.1,"Kauai","2014_KA_1403583"," ","22.07849824N","159.31486315W",1585
"1607",2007-07-04,22.1394825,-159.314682,0.1,"Kauai","KA777","Kauai County","22.13948250N","159.31468200W",1586
"1608",2019-05-07,22.085604,-159.314642,0.1,"Kauai","2019_KA_1902339"," ","22.08560400N","159.31464200W",1587
"1609",2015-01-24,22.089751,-159.314547,0.25,"Kauai","2015_KA_1500457"," ","22.08975100N","159.31454700W",1588
"1610",2009-12-08,22.138586,-159.3144379,0.1,"Kauai","KA778","Kauai County","22.13858600N","159.31443790W",1589
"1611",2008-02-03,22.0837021,-159.3143616,0.1,"Kauai","KA289","Kauai County","22.08370210N","159.31436160W",1590
"1612",2006-01-04,22.1346188,-159.3142395,0.1,"Kauai","KA290","Kauai County","22.13461880N","159.31423950W",1591
"1613",2013-04-03,22.08033966,-159.3142123,0.1,"Kauai","2013_KA_1301497"," ","22.08033966N","159.31421227W",1592
"1614",2019-09-07,22.16710806,-159.3141136,0.01,"Kauai","2019_KA_1904736"," ","22.16710806N","159.31411365W",1593
"1615",2019-01-16,22.08394361,-159.3140071,0.01,"Kauai","2019_KA_1900329"," ","22.08394361N","159.31400715W",1594
"1616",2016-01-22,22.08978686,-159.3137831,0.1,"Kauai","2016_KA_1600364"," ","22.08978686N","159.31378307W",1595
"1617",2010-08-25,22.0791607,-159.3137817,0.01,"Kauai","KA779","Kauai County","22.07916070N","159.31378170W",1596
"1618",2010-01-22,22.1353779,-159.3135986,0.1,"Kauai","KA780","Kauai County","22.13537790N","159.31359860W",1597
"1619",2004-07-19,22.1390991,-159.3135834,10,"Kauai","XX110","DOFAW","22.13909910N","159.31358340W",1598
"1620",2007-01-30,22.1351547,-159.3135071,0.1,"Kauai","KA781","Kauai County","22.13515470N","159.31350710W",1599
"1621",2020-01-24,22.08007884,-159.3131641,0.01,"Kauai","2020_KA_2000483"," ","22.08007884N","159.31316411W",1600
"1622",2014-08-20,22.08141092,-159.3131409,0.01,"Kauai","2014_KA_1403688"," ","22.08141092N","159.31314090W",1601
"1623",2018-09-19,22.08108085,-159.3131116,0.01,"Kauai","2018_KA_1804610"," ","22.08108085N","159.31311162W",1602
"1624",2008-05-03,22.0951214,-159.3130646,3,"Kauai","KA782","Kauai County","22.09512140N","159.31306460W",1603
"1625",2008-05-05,22.0951214,-159.3130646,0.1,"Kauai","KA783","Kauai County","22.09512140N","159.31306460W",1604
"1626",2020-08-01,22.08103313,-159.3130229,0.01,"Kauai","2020_KA_2003443"," ","22.08103313N","159.31302289W",1605
"1627",2018-08-07,22.083887,-159.312931,0.01,"Kauai","2018_KA_1803851"," ","22.08388700N","159.31293100W",1606
"1628",2016-09-05,22.08223108,-159.3129104,0.1,"Kauai","2016_KA_1604075"," ","22.08223108N","159.31291039W",1607
"1629",2016-09-21,22.08726916,-159.3129078,2,"Kauai","2016_KA_1604325"," ","22.08726916N","159.31290775W",1608
"1630",2016-09-25,22.08726916,-159.3129078,0.1,"Kauai","2016_KA_1604393"," ","22.08726916N","159.31290775W",1609
"1631",2004-07-14,22.1352596,-159.3128662,110,"Kauai","XX109","DOFAW","22.13525960N","159.31286620W",1610
"1632",2010-07-02,22.1077518,-159.3127594,2,"Kauai","KA784","Kauai County","22.10775180N","159.31275940W",1611
"1633",2008-07-12,22.177103,-159.3126984,0.1,"Kauai","KA785","Kauai County","22.17710300N","159.31269840W",1612
"1634",2015-06-15,22.137601,-159.31268,3,"Kauai","2015_KA_1502796"," ","22.13760100N","159.31268000W",1613
"1635",2015-05-19,22.137601,-159.31268,1.5,"Kauai","2015_KA_1502358"," ","22.13760100N","159.31268000W",1614
"1636",2015-07-03,22.137601,-159.31268,1,"Kauai","2015_KA_1503074"," ","22.13760100N","159.31268000W",1615
"1637",2015-02-12,22.137601,-159.31268,0.5,"Kauai","2015_KA_1500775"," ","22.13760100N","159.31268000W",1616
"1638",2016-10-23,22.137601,-159.31268,0.5,"Kauai","2016_KA_1604836"," ","22.13760100N","159.31268000W",1617
"1639",2012-10-25,22.137601,-159.31268,0.25,"Kauai","2012_KA_1204413"," ","22.13760100N","159.31268000W",1618
"1640",2015-01-26,22.137601,-159.31268,0.25,"Kauai","2015_KA_1500498"," ","22.13760100N","159.31268000W",1619
"1641",2015-01-28,22.137601,-159.31268,0.25,"Kauai","2015_KA_1500515"," ","22.13760100N","159.31268000W",1620
"1642",2015-01-31,22.137601,-159.31268,0.23,"Kauai","2015_KA_1500571"," ","22.13760100N","159.31268000W",1621
"1643",2014-11-28,22.137601,-159.31268,0.2,"Kauai","2014_KA_1405237"," ","22.13760100N","159.31268000W",1622
"1644",2013-06-14,22.137601,-159.31268,0.1,"Kauai","2013_KA_1302636"," ","22.13760100N","159.31268000W",1623
"1645",2014-11-08,22.137601,-159.31268,0.1,"Kauai","2014_KA_1404943"," ","22.13760100N","159.31268000W",1624
"1646",2015-04-23,22.137601,-159.31268,0.1,"Kauai","2015_KA_1501947"," ","22.13760100N","159.31268000W",1625
"1647",2015-10-31,22.137601,-159.31268,0.1,"Kauai","2015_KA_1505010"," ","22.13760100N","159.31268000W",1626
"1648",2012-09-11,22.137601,-159.31268,0.01,"Kauai","2012_KA_1203821"," ","22.13760100N","159.31268000W",1627
"1649",2013-10-19,22.137601,-159.31268,0.01,"Kauai","2013_KA_1304614"," ","22.13760100N","159.31268000W",1628
"1650",2014-12-18,22.137601,-159.31268,0.01,"Kauai","2014_KA_1405544"," ","22.13760100N","159.31268000W",1629
"1651",2015-10-09,22.137601,-159.31268,0.01,"Kauai","2015_KA_1504671"," ","22.13760100N","159.31268000W",1630
"1652",2016-03-01,22.137601,-159.31268,0.01,"Kauai","2016_KA_1601031"," ","22.13760100N","159.31268000W",1631
"1653",2010-04-18,22.1078033,-159.3126678,1,"Kauai","KA786","Kauai County","22.10780330N","159.31266780W",1632
"1654",2019-07-05,22.084448,-159.312506,0.01,"Kauai","2019_KA_1903473"," ","22.08444800N","159.31250600W",1633
"1655",2016-03-31,22.142301,-159.312422,0.1,"Kauai","2016_KA_1601511"," ","22.14230100N","159.31242200W",1634
"1656",2007-08-31,22.1506004,-159.311676,0.1,"Kauai","KA291","DOFAW","22.15060040N","159.31167600W",1636
"1657",2016-10-07,22.143933,-159.311629,0.1,"Kauai","2016_KA_1604573"," ","22.14393300N","159.31162900W",1637
"1658",2020-12-28,22.14913903,-159.3116044,1,"Kauai","2020_KA_2005704"," ","22.14913903N","159.31160440W",1638
"1659",2019-03-18,22.17002,-159.311561,0.1,"Kauai","2019_KA_1901445"," ","22.17002000N","159.31156100W",1639
"1660",2019-12-31,22.13728,-159.311467,0.01,"Kauai","2020_KA_2000022"," ","22.13728000N","159.31146700W",1640
"1661",2019-04-10,22.141114,-159.311378,0.01,"Kauai","2019_KA_1901883"," ","22.14111400N","159.31137800W",1641
"1662",2019-03-06,22.170119,-159.311358,0.01,"Kauai","2019_KA_1901201"," ","22.17011900N","159.31135800W",1642
"1663",2006-02-09,22.1418495,-159.311203,0.1,"Kauai","KA292","Kauai County","22.14184950N","159.31120300W",1643
"1664",2017-02-26,22.141866,-159.311141,0.01,"Kauai","2017_KA_1701114"," ","22.14186600N","159.31114100W",1644
"1665",2010-09-13,22.0888252,-159.3111115,0.1,"Kauai","KA789","Kauai County","22.08882520N","159.31111150W",1645
"1666",2007-08-31,22.1513996,-159.3110962,0.1,"Kauai","XX135","DOFAW","22.15139960N","159.31109620W",1646
"1667",2008-04-23,22.0846825,-159.3109589,0.1,"Kauai","KA790","Kauai County","22.08468250N","159.31095890W",1647
"1668",2005-08-15,22.1478558,-159.3108826,0.1,"Kauai","KA294","Kauai County","22.14785580N","159.31088260W",1648
"1669",2009-11-27,22.1693993,-159.3106842,0.01,"Kauai","KA792","Kauai County","22.16939930N","159.31068420W",1649
"1670",2017-01-31,22.10009108,-159.3101551,0.25,"Kauai","2017_KA_1700604"," ","22.10009108N","159.31015514W",1653
"1671",2016-12-13,22.1600625,-159.3101346,0.1,"Kauai","2016_KA_1605676"," ","22.16006250N","159.31013464W",1659
"1672",2017-04-07,22.16007997,-159.3101201,1,"Kauai","2017_KA_1701756"," ","22.16007997N","159.31012005W",1660
"1673",2017-07-17,22.16011592,-159.3101059,0.1,"Kauai","2017_KA_1703641"," ","22.16011592N","159.31010586W",1663
"1674",2020-05-30,22.16396817,-159.3100558,0.1,"Kauai","2020_KA_2002500"," ","22.16396817N","159.31005577W",1668
"1675",2006-02-01,22.1425419,-159.3098297,0.1,"Kauai","KA295","Kauai County","22.14254190N","159.30982970W",1671
"1676",2020-05-31,22.16385377,-159.3097994,0.01,"Kauai","2020_KA_2002516"," ","22.16385377N","159.30979936W",1672
"1677",2015-07-03,22.14930113,-159.3095477,0.1,"Kauai","2015_KA_1503086"," ","22.14930113N","159.30954765W",1673
"1678",2011-02-02,22.0889893,-159.3093567,0.01,"Kauai","KA793","Kauai County","22.08898930N","159.30935670W",1674
"1679",2008-11-13,22.0891953,-159.3092651,3,"Kauai","KA794","Kauai County","22.08919530N","159.30926510W",1675
"1680",2005-01-15,22.1482563,-159.3092041,0.1,"Kauai","KA296","Kauai County","22.14825630N","159.30920410W",1676
"1681",2010-08-18,22.0855503,-159.3091583,0.1,"Kauai","KA795","Kauai County","22.08555030N","159.30915830W",1677
"1682",2020-02-21,22.088103,-159.308999,0.01,"Kauai","2020_KA_2001029"," ","22.08810300N","159.30899900W",1678
"1683",2004-04-19,22.1330605,-159.3089447,3,"Kauai","XX104","DOFAW","22.13306050N","159.30894470W",1679
"1684",2009-09-11,22.1537609,-159.3088837,0.1,"Kauai","KA297","Kauai County","22.15376090N","159.30888370W",1680
"1685",2009-09-11,22.1133556,-159.3085632,0.2,"Kauai","KA796","Kauai County","22.11335560N","159.30856320W",1681
"1686",2008-05-24,22.1445065,-159.3083649,0.1,"Kauai","KA298","Kauai County","22.14450650N","159.30836490W",1682
"1687",2007-03-28,22.0882969,-159.3081055,0.1,"Kauai","KA797","Kauai County","22.08829690N","159.30810550W",1683
"1688",2019-03-25,22.087604,-159.308027,0.01,"Kauai","2019_KA_1901567"," ","22.08760400N","159.30802700W",1684
"1689",2019-05-25,22.145933,-159.307858,0.1,"Kauai","2019_KA_1902721"," ","22.14593300N","159.30785800W",1685
